Column 1: Date 
Column 2: heure 
Column 3: NMRe (m) 
Column 4: Maree (m) 
Column 5: Surcote (m) 
Column 6: Hs(vagues) (m) 
Column 7: Tp(vagues) (s) 
Column 8: Dp(vagues) (°) 
Column 9: U(vent) (m) 
Column 10: Dir(vent) (°) 
Column 11: Qualite(surcote) 
Column 12: Qualite(vagues) 
Column 13: Qualite(vent) 
09/01/1924 02:30 1.87 -0.11 0.35 2.16 7.64 264.42 7.60 212.03 -99 -99 -99
09/01/1924 02:40 1.87  0.07 0.35 2.17 7.61 264.24 7.59 212.04 -99 -99 -99
09/01/1924 02:50 1.87  0.25 0.35 2.18 7.57 264.25 7.56 211.51 -99 -99 -99
09/01/1924 03:00 1.87  0.42 0.35 2.18 7.58 264.13 7.52 211.33 -99 -99 -99
09/01/1924 03:10 1.87  0.59 0.35 2.18 7.62 263.70 7.49 211.79 -99 -99 -99
09/01/1924 03:20 1.87  0.75 0.35 2.19 7.66 262.70 7.45 211.67 -99 -99 -99
09/01/1924 03:30 1.87  0.90 0.35 2.19 7.68 261.99 7.44 210.62 -99 -99 -99
09/01/1924 03:40 1.87  1.04 0.36 2.19 7.70 261.35 7.47 210.88 -99 -99 -99
09/01/1924 03:50 1.87  1.18 0.35 2.20 7.74 261.17 7.50 211.85 -99 -99 -99
09/01/1924 04:00 1.87  1.31 0.35 2.20 7.77 260.83 7.58 212.58 -99 -99 -99
09/01/1924 04:10 1.87  1.41 0.35 2.21 7.81 260.66 7.69 212.98 -99 -99 -99
09/01/1924 04:20 1.87  1.51 0.35 2.21 7.83 260.99 7.84 214.21 -99 -99 -99
09/01/1924 04:30 1.87  1.60 0.35 2.21 7.85 260.82 7.98 215.77 -99 -99 -99
09/01/1924 04:40 1.87  1.67 0.35 2.22 7.83 260.58 8.08 217.23 -99 -99 -99
09/01/1924 04:50 1.87  1.73 0.36 2.22 7.80 260.12 8.20 218.34 -99 -99 -99
09/01/1924 05:00 1.87  1.78 0.36 2.22 7.79 259.82 8.32 218.91 -99 -99 -99
09/01/1924 05:10 1.87  1.81 0.36 2.22 7.76 259.31 8.37 219.64 -99 -99 -99
09/01/1924 05:20 1.87  1.83 0.35 2.22 7.78 259.02 8.43 220.00 -99 -99 -99
09/01/1924 05:30 1.87  1.85 0.36 2.23 7.74 258.86 8.53 219.86 -99 -99 -99
09/01/1924 05:40 1.87  1.84 0.35 2.24 7.68 258.84 8.55 220.32 -99 -99 -99
09/01/1924 05:50 1.87  1.83 0.36 2.23 7.61 258.46 8.55 220.24 -99 -99 -99
09/01/1924 06:00 1.87  1.80 0.35 2.24 7.54 258.33 8.59 220.15 -99 -99 -99
09/01/1924 06:10 1.87  1.75 0.35 2.24 7.48 258.43 8.65 219.55 -99 -99 -99
09/01/1924 06:20 1.87  1.70 0.35 2.24 7.41 258.45 8.72 218.32 -99 -99 -99
09/01/1924 06:30 1.87  1.63 0.35 2.25 7.37 258.44 8.73 218.12 -99 -99 -99
09/01/1924 06:40 1.87  1.55 0.35 2.25 7.36 258.46 8.81 217.98 -99 -99 -99
09/01/1924 06:50 1.87  1.46 0.35 2.25 7.33 259.01 8.84 218.31 -99 -99 -99
09/01/1924 07:00 1.87  1.37 0.35 2.25 7.30 258.87 8.88 218.74 -99 -99 -99
09/01/1924 07:10 1.87  1.27 0.36 2.25 7.27 258.83 8.94 219.83 -99 -99 -99
09/01/1924 07:20 1.87  1.15 0.36 2.25 7.23 259.16 8.99 220.34 -99 -99 -99
09/01/1924 07:30 1.87  1.03 0.36 2.25 7.15 259.65 9.02 219.59 -99 -99 -99
09/01/1924 07:40 1.87  0.90 0.36 2.24 7.05 260.31 9.00 217.90 -99 -99 -99
09/01/1924 07:50 1.87  0.76 0.35 2.24 6.94 260.43 8.96 216.43 -99 -99 -99
09/01/1924 08:00 1.87  0.62 0.35 2.24 6.86 261.03 8.90 215.40 -99 -99 -99
09/01/1924 08:10 1.87  0.48 0.35 2.23 6.74 261.69 8.82 214.94 -99 -99 -99
09/01/1924 08:20 1.87  0.32 0.35 2.23 6.65 262.37 8.73 215.04 -99 -99 -99
09/01/1924 08:30 1.87  0.16 0.34 2.22 6.56 263.17 8.63 215.15 -99 -99 -99
