Column 1: Date 
Column 2: heure 
Column 3: NMRe (m) 
Column 4: Maree (m) 
Column 5: Surcote (m) 
Column 6: Hs(vagues) (m) 
Column 7: Tp(vagues) (s) 
Column 8: Dp(vagues) (°) 
Column 9: U(vent) (m) 
Column 10: Dir(vent) (°) 
Column 11: Qualite(surcote) 
Column 12: Qualite(vagues) 
Column 13: Qualite(vent) 
09/01/1924 02:30 0.57 -0.17 0.16 3.95 10.82 260.12 3.17 152.49 -99 -99 -99
09/01/1924 02:40 0.57  0.02 0.16 3.93 10.84 260.87 3.13 154.34 -99 -99 -99
09/01/1924 02:50 0.57  0.21 0.16 3.93 10.86 261.76 3.07 156.23 -99 -99 -99
09/01/1924 03:00 0.57  0.40 0.15 3.92 10.93 262.64 3.01 158.45 -99 -99 -99
09/01/1924 03:10 0.57  0.58 0.15 3.91 11.01 263.42 2.91 160.43 -99 -99 -99
09/01/1924 03:20 0.57  0.75 0.15 3.91 11.06 263.86 2.82 162.55 -99 -99 -99
09/01/1924 03:30 0.57  0.92 0.15 3.90 11.13 264.17 2.72 165.29 -99 -99 -99
09/01/1924 03:40 0.57  1.07 0.16 3.88 11.20 264.36 2.60 167.78 -99 -99 -99
09/01/1924 03:50 0.57  1.21 0.16 3.87 11.34 264.32 2.48 168.43 -99 -99 -99
09/01/1924 04:00 0.57  1.34 0.16 3.86 11.43 264.01 2.39 168.79 -99 -99 -99
09/01/1924 04:10 0.57  1.46 0.16 3.86 11.56 263.73 2.29 169.07 -99 -99 -99
09/01/1924 04:20 0.57  1.57 0.16 3.85 11.67 263.71 2.25 169.85 -99 -99 -99
09/01/1924 04:30 0.57  1.65 0.16 3.85 11.81 263.93 2.20 170.43 -99 -99 -99
09/01/1924 04:40 0.57  1.72 0.16 3.84 11.89 264.48 2.11 171.26 -99 -99 -99
09/01/1924 04:50 0.57  1.78 0.16 3.83 11.95 264.74 2.05 172.27 -99 -99 -99
09/01/1924 05:00 0.57  1.84 0.16 3.82 11.99 265.11 2.01 172.66 -99 -99 -99
09/01/1924 05:10 0.57  1.87 0.16 3.82 12.03 265.47 1.99 173.13 -99 -99 -99
09/01/1924 05:20 0.57  1.89 0.16 3.81 12.04 265.50 1.95 173.61 -99 -99 -99
09/01/1924 05:30 0.57  1.90 0.16 3.80 12.05 265.58 1.87 175.34 -99 -99 -99
09/01/1924 05:40 0.57  1.88 0.16 3.79 12.10 265.56 1.81 176.38 -99 -99 -99
09/01/1924 05:50 0.57  1.87 0.16 3.78 12.13 265.52 1.80 178.65 -99 -99 -99
09/01/1924 06:00 0.57  1.85 0.16 3.77 12.19 265.45 1.77 180.68 -99 -99 -99
09/01/1924 06:10 0.57  1.81 0.16 3.76 12.23 265.23 1.77 183.10 -99 -99 -99
09/01/1924 06:20 0.57  1.77 0.16 3.75 12.32 264.44 1.70 185.72 -99 -99 -99
09/01/1924 06:30 0.57  1.70 0.16 3.74 12.40 263.68 1.63 187.78 -99 -99 -99
09/01/1924 06:40 0.57  1.63 0.16 3.73 12.49 262.88 1.56 189.61 -99 -99 -99
09/01/1924 06:50 0.57  1.55 0.16 3.72 12.61 262.28 1.47 190.73 -99 -99 -99
09/01/1924 07:00 0.57  1.47 0.16 3.71 12.71 262.17 1.43 193.15 -99 -99 -99
09/01/1924 07:10 0.57  1.38 0.16 3.70 12.79 261.85 1.39 195.71 -99 -99 -99
09/01/1924 07:20 0.57  1.28 0.16 3.69 12.85 261.97 1.37 198.26 -99 -99 -99
09/01/1924 07:30 0.57  1.17 0.16 3.68 12.90 262.12 1.41 200.60 -99 -99 -99
09/01/1924 07:40 0.57  1.06 0.17 3.67 12.91 262.27 1.45 203.02 -99 -99 -99
09/01/1924 07:50 0.57  0.94 0.17 3.66 12.96 262.13 1.52 205.11 -99 -99 -99
09/01/1924 08:00 0.57  0.81 0.16 3.65 12.98 261.84 1.59 206.44 -99 -99 -99
09/01/1924 08:10 0.57  0.67 0.16 3.65 13.01 261.68 1.64 208.18 -99 -99 -99
09/01/1924 08:20 0.57  0.54 0.16 3.64 13.11 261.72 1.68 209.88 -99 -99 -99
09/01/1924 08:30 0.57  0.39 0.16 3.62 13.21 261.59 1.67 211.65 -99 -99 -99
