Column 1: Date
Column 2: heure
Column 3: Maree (m)
Column 4: NMR (m)
Column 5: Surcote (m)
Column 6: Hs(vagues) (m)
Column 7: Tp(vagues) (s)
Column 8: Dp(vagues) (°)
Column 9: U(vent) (m/s)
Column 10: Dir(vent) (°)
19/08/1992 15:50 -0.04 0.48 0.04 0.71 9.71 278.47 2.08 127.53
19/08/1992 16:00 0.09 0.48 0.04 0.71 9.71 278.45 2.07 128.53
19/08/1992 16:10 0.21 0.48 0.04 0.71 9.72 278.42 2.13 129.30
19/08/1992 16:20 0.34 0.48 0.04 0.71 9.73 278.40 2.19 130.07
19/08/1992 16:30 0.46 0.48 0.04 0.71 9.73 278.38 2.25 130.85
19/08/1992 16:40 0.58 0.48 0.04 0.71 9.74 278.36 2.31 131.62
19/08/1992 16:50 0.69 0.48 0.04 0.71 9.74 278.33 2.37 132.39
19/08/1992 17:00 0.80 0.48 0.04 0.71 9.75 278.31 2.43 133.16
19/08/1992 17:10 0.90 0.48 0.04 0.71 9.75 278.29 2.49 128.53
19/08/1992 17:20 0.99 0.48 0.04 0.71 9.76 278.26 2.56 123.90
19/08/1992 17:30 1.07 0.48 0.04 0.71 9.76 278.24 2.63 119.26
19/08/1992 17:40 1.15 0.48 0.05 0.71 9.77 278.22 2.70 114.63
19/08/1992 17:50 1.21 0.48 0.05 0.71 9.78 278.20 2.76 110.00
19/08/1992 18:00 1.27 0.48 0.05 0.71 9.78 278.17 2.83 105.36
19/08/1992 18:10 1.32 0.48 0.05 0.71 9.77 278.17 2.85 111.12
19/08/1992 18:20 1.35 0.48 0.05 0.71 9.76 278.17 2.88 116.88
19/08/1992 18:30 1.38 0.48 0.05 0.71 9.75 278.17 2.90 122.64
19/08/1992 18:40 1.39 0.48 0.05 0.71 9.74 278.17 2.92 128.40
19/08/1992 18:50 1.39 0.48 0.05 0.71 9.73 278.17 2.94 134.16
19/08/1992 19:00 1.39 0.48 0.05 0.71 9.72 278.17 2.97 139.92
19/08/1992 19:10 1.37 0.48 0.05 0.71 9.71 278.17 3.00 145.31
19/08/1992 19:20 1.35 0.48 0.05 0.71 9.70 278.17 3.04 150.70
19/08/1992 19:30 1.31 0.48 0.04 0.71 9.70 278.17 3.08 156.09
19/08/1992 19:40 1.27 0.48 0.04 0.71 9.69 278.17 3.11 161.47
19/08/1992 19:50 1.22 0.48 0.04 0.71 9.68 278.17 3.15 166.86
19/08/1992 20:00 1.16 0.48 0.04 0.71 9.67 278.17 3.19 172.25
19/08/1992 20:10 1.10 0.48 0.04 0.71 9.66 278.17 2.91 170.93
19/08/1992 20:20 1.02 0.48 0.04 0.71 9.65 278.17 2.63 169.61
19/08/1992 20:30 0.95 0.48 0.04 0.71 9.64 278.17 2.35 168.28
19/08/1992 20:40 0.86 0.48 0.04 0.71 9.63 278.17 2.07 166.96
19/08/1992 20:50 0.77 0.48 0.04 0.71 9.62 278.17 1.80 165.64
19/08/1992 21:00 0.68 0.48 0.04 0.71 9.61 278.17 1.52 164.31
19/08/1992 21:10 0.58 0.48 0.04 0.71 9.60 278.17 1.36 159.77
19/08/1992 21:20 0.49 0.48 0.04 0.72 9.59 278.17 1.21 155.22
19/08/1992 21:30 0.38 0.48 0.04 0.72 9.58 278.17 1.06 150.67
19/08/1992 21:40 0.28 0.48 0.04 0.72 9.57 278.17 0.91 146.12
19/08/1992 21:50 0.17 0.48 0.04 0.72 9.56 278.17 0.75 141.57
