Column 1: Date 
Column 2: heure 
Column 3: NMRe (m) 
Column 4: Maree (m) 
Column 5: Surcote (m) 
Column 6: Hs(vagues) (m) 
Column 7: Tp(vagues) (s) 
Column 8: Dp(vagues) (°) 
Column 9: U(vent) (m) 
Column 10: Dir(vent) (°) 
Column 11: Qualite(surcote) 
Column 12: Qualite(vagues) 
Column 13: Qualite(vent) 
09/01/1924 02:30 1.48 -0.10 0.11 3.86 10.52 257.40 12.78 258.23 -99 -99 -99
09/01/1924 02:40 1.48  0.13 0.11 3.87 10.52 257.80 12.84 257.92 -99 -99 -99
09/01/1924 02:50 1.48  0.35 0.11 3.86 10.46 258.07 12.85 257.62 -99 -99 -99
09/01/1924 03:00 1.48  0.57 0.11 3.86 10.44 258.77 12.89 257.02 -99 -99 -99
09/01/1924 03:10 1.48  0.77 0.11 3.86 10.41 259.51 12.90 257.22 -99 -99 -99
09/01/1924 03:20 1.48  0.97 0.11 3.86 10.37 260.41 12.88 258.33 -99 -99 -99
09/01/1924 03:30 1.48  1.16 0.11 3.86 10.35 261.84 12.86 259.17 -99 -99 -99
09/01/1924 03:40 1.48  1.35 0.10 3.86 10.31 263.08 12.84 259.43 -99 -99 -99
09/01/1924 03:50 1.48  1.51 0.10 3.86 10.32 263.65 12.89 259.57 -99 -99 -99
09/01/1924 04:00 1.48  1.67 0.11 3.86 10.36 264.17 12.93 259.92 -99 -99 -99
09/01/1924 04:10 1.48  1.81 0.10 3.85 10.37 264.47 12.95 260.18 -99 -99 -99
09/01/1924 04:20 1.48  1.93 0.10 3.86 10.34 264.66 12.95 259.84 -99 -99 -99
09/01/1924 04:30 1.48  2.03 0.10 3.85 10.33 264.81 13.01 259.77 -99 -99 -99
09/01/1924 04:40 1.48  2.12 0.10 3.85 10.33 264.94 13.08 259.59 -99 -99 -99
09/01/1924 04:50 1.48  2.20 0.10 3.85 10.32 265.58 13.08 259.51 -99 -99 -99
09/01/1924 05:00 1.48  2.26 0.10 3.84 10.31 266.07 13.07 259.48 -99 -99 -99
09/01/1924 05:10 1.48  2.30 0.10 3.84 10.33 267.04 13.12 258.77 -99 -99 -99
09/01/1924 05:20 1.48  2.33 0.10 3.84 10.37 267.99 13.18 258.14 -99 -99 -99
09/01/1924 05:30 1.48  2.34 0.10 3.84 10.40 268.64 13.24 257.46 -99 -99 -99
09/01/1924 05:40 1.48  2.33 0.10 3.83 10.41 269.21 13.31 256.61 -99 -99 -99
09/01/1924 05:50 1.48  2.31 0.10 3.83 10.42 269.64 13.41 255.47 -99 -99 -99
09/01/1924 06:00 1.48  2.27 0.10 3.83 10.44 270.03 13.47 253.90 -99 -99 -99
09/01/1924 06:10 1.48  2.21 0.10 3.83 10.46 270.08 13.53 252.46 -99 -99 -99
09/01/1924 06:20 1.48  2.14 0.10 3.83 10.44 269.80 13.51 250.91 -99 -99 -99
09/01/1924 06:30 1.48  2.06 0.10 3.83 10.43 269.65 13.47 249.46 -99 -99 -99
09/01/1924 06:40 1.48  1.97 0.10 3.83 10.45 269.79 13.40 248.91 -99 -99 -99
09/01/1924 06:50 1.48  1.86 0.10 3.83 10.46 270.29 13.34 248.08 -99 -99 -99
09/01/1924 07:00 1.48  1.74 0.10 3.82 10.46 270.29 13.30 247.67 -99 -99 -99
09/01/1924 07:10 1.48  1.60 0.10 3.83 10.45 270.20 13.19 248.13 -99 -99 -99
09/01/1924 07:20 1.48  1.46 0.10 3.83 10.46 270.59 13.11 248.40 -99 -99 -99
09/01/1924 07:30 1.48  1.31 0.10 3.84 10.48 270.76 12.97 248.20 -99 -99 -99
09/01/1924 07:40 1.48  1.15 0.10 3.83 10.44 270.86 12.82 248.70 -99 -99 -99
09/01/1924 07:50 1.48  0.98 0.10 3.83 10.40 270.97 12.66 248.78 -99 -99 -99
09/01/1924 08:00 1.48  0.80 0.11 3.84 10.35 271.09 12.49 248.45 -99 -99 -99
09/01/1924 08:10 1.48  0.62 0.11 3.83 10.29 271.02 12.34 247.62 -99 -99 -99
09/01/1924 08:20 1.48  0.43 0.11 3.84 10.18 270.56 12.24 246.06 -99 -99 -99
09/01/1924 08:30 1.48  0.25 0.11 3.84 10.11 270.39 12.11 245.48 -99 -99 -99
