Column 1: Date 
Column 2: heure 
Column 3: NMRe (m) 
Column 4: Maree (m) 
Column 5: Surcote (m) 
Column 6: Hs(vagues) (m) 
Column 7: Tp(vagues) (s) 
Column 8: Dp(vagues) (°) 
Column 9: U(vent) (m) 
Column 10: Dir(vent) (°) 
Column 11: Qualite(surcote) 
Column 12: Qualite(vagues) 
Column 13: Qualite(vent) 
09/01/1924 02:30 1.35 -0.09 0.38 6.15 13.54 250.33 18.24 243.12 -99 -99 -99
09/01/1924 02:40 1.35  0.09 0.38 6.15 13.57 250.40 18.50 241.08 -99 -99 -99
09/01/1924 02:50 1.35  0.27 0.39 6.16 13.58 250.54 18.80 239.58 -99 -99 -99
09/01/1924 03:00 1.35  0.44 0.39 6.16 13.60 251.02 19.07 237.40 -99 -99 -99
09/01/1924 03:10 1.35  0.62 0.39 6.17 13.61 251.65 19.31 235.32 -99 -99 -99
09/01/1924 03:20 1.35  0.78 0.40 6.18 13.63 252.32 19.54 233.53 -99 -99 -99
09/01/1924 03:30 1.35  0.94 0.40 6.18 13.68 253.06 19.73 232.46 -99 -99 -99
09/01/1924 03:40 1.35  1.09 0.40 6.20 13.70 254.04 19.88 232.13 -99 -99 -99
09/01/1924 03:50 1.35  1.22 0.40 6.20 13.70 254.48 20.03 231.75 -99 -99 -99
09/01/1924 04:00 1.35  1.34 0.40 6.20 13.70 254.59 20.15 231.53 -99 -99 -99
09/01/1924 04:10 1.35  1.44 0.40 6.21 13.65 254.30 20.31 230.63 -99 -99 -99
09/01/1924 04:20 1.35  1.54 0.40 6.22 13.60 254.09 20.47 228.52 -99 -99 -99
09/01/1924 04:30 1.35  1.62 0.41 6.22 13.56 253.87 20.63 226.47 -99 -99 -99
09/01/1924 04:40 1.35  1.69 0.41 6.23 13.57 253.39 20.81 224.64 -99 -99 -99
09/01/1924 04:50 1.35  1.75 0.42 6.24 13.60 253.68 21.01 223.13 -99 -99 -99
09/01/1924 05:00 1.35  1.79 0.41 6.24 13.62 253.84 21.23 221.62 -99 -99 -99
09/01/1924 05:10 1.35  1.83 0.41 6.25 13.67 254.39 21.36 220.70 -99 -99 -99
09/01/1924 05:20 1.35  1.85 0.41 6.25 13.72 254.71 21.51 219.35 -99 -99 -99
09/01/1924 05:30 1.35  1.86 0.41 6.26 13.80 255.28 21.60 217.69 -99 -99 -99
09/01/1924 05:40 1.35  1.86 0.41 6.28 13.88 255.52 21.72 215.53 -99 -99 -99
09/01/1924 05:50 1.35  1.84 0.41 6.28 13.95 255.81 21.80 213.23 -99 -99 -99
09/01/1924 06:00 1.35  1.82 0.41 6.28 13.98 256.50 21.88 211.21 -99 -99 -99
09/01/1924 06:10 1.35  1.79 0.41 6.28 14.00 257.11 21.87 208.51 -99 -99 -99
09/01/1924 06:20 1.35  1.75 0.42 6.29 13.99 258.06 21.89 206.83 -99 -99 -99
09/01/1924 06:30 1.35  1.70 0.42 6.29 13.95 258.74 21.98 204.68 -99 -99 -99
09/01/1924 06:40 1.35  1.64 0.42 6.30 13.88 259.32 22.07 202.58 -99 -99 -99
09/01/1924 06:50 1.35  1.58 0.42 6.31 13.77 259.32 22.15 200.44 -99 -99 -99
09/01/1924 07:00 1.35  1.50 0.41 6.31 13.66 259.33 22.27 198.79 -99 -99 -99
09/01/1924 07:10 1.35  1.42 0.42 6.32 13.55 259.32 22.42 197.32 -99 -99 -99
09/01/1924 07:20 1.35  1.32 0.41 6.33 13.40 258.75 22.56 196.06 -99 -99 -99
09/01/1924 07:30 1.35  1.22 0.41 6.34 13.26 258.45 22.64 195.97 -99 -99 -99
09/01/1924 07:40 1.35  1.11 0.42 6.34 13.13 258.08 22.71 195.07 -99 -99 -99
09/01/1924 07:50 1.35  1.01 0.42 6.35 12.99 257.56 22.73 194.02 -99 -99 -99
09/01/1924 08:00 1.35  0.89 0.42 6.35 12.89 256.96 22.73 193.05 -99 -99 -99
09/01/1924 08:10 1.35  0.76 0.42 6.36 12.84 256.38 22.76 192.03 -99 -99 -99
09/01/1924 08:20 1.35  0.63 0.42 6.36 12.79 255.81 22.74 190.80 -99 -99 -99
09/01/1924 08:30 1.35  0.49 0.42 6.37 12.73 255.04 22.73 189.95 -99 -99 -99
