Column 1: Date 
Column 2: heure 
Column 3: NMRe (m) 
Column 4: Maree (m) 
Column 5: Surcote (m) 
Column 6: Hs(vagues) (m) 
Column 7: Tp(vagues) (s) 
Column 8: Dp(vagues) (°) 
Column 9: U(vent) (m) 
Column 10: Dir(vent) (°) 
Column 11: Qualite(surcote) 
Column 12: Qualite(vagues) 
Column 13: Qualite(vent) 
09/01/1924 02:30 1.94 -0.10 0.58 6.22 23.43 242.45 20.12 270.99 -99 -99 -99
09/01/1924 02:40 1.94  0.08 0.58 6.23 23.50 242.44 20.22 270.97 -99 -99 -99
09/01/1924 02:50 1.94  0.27 0.57 6.26 23.55 242.40 20.28 271.24 -99 -99 -99
09/01/1924 03:00 1.94  0.44 0.58 6.28 23.63 242.53 20.32 271.17 -99 -99 -99
09/01/1924 03:10 1.94  0.61 0.58 6.30 23.73 242.76 20.38 271.25 -99 -99 -99
09/01/1924 03:20 1.94  0.77 0.57 6.32 23.84 242.97 20.42 270.90 -99 -99 -99
09/01/1924 03:30 1.94  0.94 0.57 6.33 24.01 243.49 20.48 270.77 -99 -99 -99
09/01/1924 03:40 1.94  1.08 0.57 6.35 24.15 244.40 20.55 269.89 -99 -99 -99
09/01/1924 03:50 1.94  1.22 0.57 6.37 24.27 245.27 20.62 269.69 -99 -99 -99
09/01/1924 04:00 1.94  1.35 0.57 6.38 24.38 246.42 20.64 269.99 -99 -99 -99
09/01/1924 04:10 1.94  1.47 0.57 6.40 24.44 247.67 20.67 270.36 -99 -99 -99
09/01/1924 04:20 1.94  1.57 0.58 6.41 24.50 248.75 20.68 270.71 -99 -99 -99
09/01/1924 04:30 1.94  1.67 0.58 6.43 24.49 249.75 20.68 270.62 -99 -99 -99
09/01/1924 04:40 1.94  1.74 0.58 6.44 24.52 250.16 20.65 271.22 -99 -99 -99
09/01/1924 04:50 1.94  1.81 0.57 6.46 24.61 250.89 20.64 271.35 -99 -99 -99
09/01/1924 05:00 1.94  1.87 0.58 6.47 24.70 251.38 20.65 271.77 -99 -99 -99
09/01/1924 05:10 1.94  1.89 0.57 6.50 24.82 251.58 20.66 272.81 -99 -99 -99
09/01/1924 05:20 1.94  1.92 0.57 6.50 24.98 252.65 20.70 273.08 -99 -99 -99
09/01/1924 05:30 1.94  1.93 0.56 6.52 25.16 253.55 20.75 273.32 -99 -99 -99
09/01/1924 05:40 1.94  1.93 0.56 6.53 25.35 254.68 20.80 273.66 -99 -99 -99
09/01/1924 05:50 1.94  1.90 0.56 6.54 25.49 255.64 20.82 273.72 -99 -99 -99
09/01/1924 06:00 1.94  1.87 0.56 6.56 25.62 256.22 20.84 274.06 -99 -99 -99
09/01/1924 06:10 1.94  1.83 0.56 6.57 25.74 256.61 20.84 274.66 -99 -99 -99
09/01/1924 06:20 1.94  1.77 0.57 6.58 25.83 256.43 20.86 276.00 -99 -99 -99
09/01/1924 06:30 1.94  1.69 0.57 6.60 25.93 256.61 20.88 277.88 -99 -99 -99
09/01/1924 06:40 1.94  1.62 0.56 6.61 26.04 256.34 20.90 279.15 -99 -99 -99
09/01/1924 06:50 1.94  1.52 0.56 6.62 26.13 255.49 20.87 280.19 -99 -99 -99
09/01/1924 07:00 1.94  1.43 0.56 6.62 26.24 254.52 20.78 280.48 -99 -99 -99
09/01/1924 07:10 1.94  1.32 0.56 6.63 26.35 253.47 20.67 280.78 -99 -99 -99
09/01/1924 07:20 1.94  1.21 0.56 6.65 26.43 252.80 20.53 280.83 -99 -99 -99
09/01/1924 07:30 1.94  1.08 0.56 6.66 26.54 251.70 20.35 279.94 -99 -99 -99
09/01/1924 07:40 1.94  0.95 0.55 6.66 26.59 251.22 20.20 280.17 -99 -99 -99
09/01/1924 07:50 1.94  0.81 0.55 6.67 26.66 251.61 20.07 280.56 -99 -99 -99
09/01/1924 08:00 1.94  0.67 0.55 6.68 26.66 252.27 20.00 281.61 -99 -99 -99
09/01/1924 08:10 1.94  0.52 0.55 6.69 26.64 252.81 19.93 283.01 -99 -99 -99
09/01/1924 08:20 1.94  0.38 0.55 6.69 26.64 252.98 19.89 284.60 -99 -99 -99
09/01/1924 08:30 1.94  0.23 0.55 6.71 26.60 253.17 19.86 287.21 -99 -99 -99
